Crash_Key,Crash,Start_Hour,Start_Minute,End_Hour,End_Minute,Start_Measure,End_Measure
7675511200,c,16,45,16,55,1,1.5
7795392859,c,19,55,20,5,185,185.5
7795392859,c,20,5,20,15,185,185.5
7795392859,c,20,15,20,25,185.5,186
7795392859,c,20,15,20,25,185,185.5
7555789858,nc,9,0,9,10,167.5,168
7555789858,nc,9,10,9,20,167.5,168
7555789858,nc,9,20,9,30,167.5,168
7555789858,nc,9,30,9,40,167.5,168
7555789858,nc,9,40,9,50,167.5,168
7555789858,nc,9,50,10,0,167.5,168
7555789858,nc,10,0,10,10,167.5,168
7555789858,nc,10,10,10,20,167.5,168
7555789858,nc,10,20,10,30,167.5,168
7555789858,nc,10,30,10,40,167.5,168
7555789858,nc,10,40,10,50,167.5,168
7555789858,nc,10,50,11,0,167.5,168
7555789858,nc,11,0,11,10,167.5,168
7555789858,nc,11,10,11,20,167.5,168
7555789858,nc,11,20,11,30,167.5,168
7555789858,nc,11,30,11,40,167.5,168
7555789858,nc,11,40,11,50,167.5,168
7555789858,nc,11,50,12,0,167.5,168
7555789858,nc,12,0,12,10,167.5,168
7555789858,nc,12,10,12,20,167.5,168
7555789858,nc,12,20,12,30,167.5,168
7555789858,nc,12,30,12,40,167.5,168
7555789858,nc,12,40,12,50,167.5,168
7555789858,nc,12,50,1,0,167.5,168
7555789858,nc,1,0,1,10,167.5,168
7555789858,nc,1,10,1,20,167.5,168
7555789858,nc,1,20,1,30,167.5,168
7555789858,nc,1,30,1,40,167.5,168
7555789858,nc,1,40,1,50,167.5,168
7802586727,nc,8,0,8,10,164.5,165
7802586727,nc,8,10,8,20,164.5,165
7802586727,nc,8,20,8,30,164.5,165
7802586727,nc,8,30,8,40,164.5,165
7802586727,nc,8,40,8,50,164.5,165
7802586727,nc,8,50,9,0,164.5,165
7802586727,nc,9,0,9,10,164.5,165
7802586727,nc,9,10,9,20,164.5,165
7802586727,nc,9,20,9,30,164.5,165
7802586727,nc,9,30,9,40,164.5,165
7802586727,nc,9,40,9,50,164.5,165
7802586727,nc,9,50,10,0,164.5,165
7802586727,nc,10,0,10,10,164.5,165
7802586727,nc,10,10,10,20,164.5,165
7802586727,nc,10,20,10,30,164.5,165
7802586727,nc,10,30,10,40,164.5,165
7802586727,nc,10,40,10,50,164.5,165
7802586727,nc,10,50,11,0,164.5,165
7802586727,nc,11,0,11,10,164.5,165
7802586727,nc,11,10,11,20,164.5,165
7802586727,nc,11,20,11,30,164.5,165
7802586727,nc,11,30,11,40,164.5,165
7802586727,nc,11,40,11,50,164.5,165
7802586727,nc,11,50,12,0,164.5,165
7802586727,nc,12,0,12,10,164.5,165
7802586727,nc,12,10,12,20,164.5,165
7802586727,nc,12,20,12,30,164.5,165
7802586727,nc,12,30,12,40,164.5,165
7802586727,nc,12,40,12,50,164.5,165
7802586727,nc,8,0,8,10,165,165.5
7802586727,nc,8,10,8,20,165,165.5
7802586727,nc,8,20,8,30,165,165.5
7802586727,nc,8,30,8,40,165,165.5
7802586727,nc,8,40,8,50,165,165.5
7802586727,nc,8,50,9,0,165,165.5
7802586727,nc,9,0,9,10,165,165.5
7802586727,nc,9,10,9,20,165,165.5
7802586727,nc,9,20,9,30,165,165.5
7802586727,nc,9,30,9,40,165,165.5
7802586727,nc,9,40,9,50,165,165.5
7802586727,nc,9,50,10,0,165,165.5
7802586727,nc,10,0,10,10,165,165.5
7802586727,nc,10,10,10,20,165,165.5
7802586727,nc,10,20,10,30,165,165.5
7802586727,nc,10,30,10,40,165,165.5
7802586727,nc,10,40,10,50,165,165.5
7802586727,nc,10,50,11,0,165,165.5
7802586727,nc,11,0,11,10,165,165.5
7802586727,nc,11,10,11,20,165,165.5
7802586727,nc,11,20,11,30,165,165.5
7802586727,nc,11,30,11,40,165,165.5
7802586727,nc,11,40,11,50,165,165.5
7802586727,nc,11,50,12,0,165,165.5
7802586727,nc,12,0,12,10,165,165.5
7802586727,nc,12,10,12,20,165,165.5
7802586727,nc,12,20,12,30,165,165.5
7802586727,nc,12,30,12,40,165,165.5
7802586727,nc,12,40,12,50,165,165.5
7802586727,nc,8,0,8,10,165.5,166
7802586727,nc,8,10,8,20,165.5,166
7802586727,nc,8,20,8,30,165.5,166
7802586727,nc,8,30,8,40,165.5,166
7802586727,nc,8,40,8,50,165.5,166
7802586727,nc,8,50,9,0,165.5,166
7802586727,nc,9,0,9,10,165.5,166
7802586727,nc,9,10,9,20,165.5,166
7802586727,nc,9,20,9,30,165.5,166
7802586727,nc,9,30,9,40,165.5,166
7802586727,nc,9,40,9,50,165.5,166
7802586727,nc,9,50,10,0,165.5,166
7802586727,nc,10,0,10,10,165.5,166
7802586727,nc,10,10,10,20,165.5,166
7802586727,nc,10,20,10,30,165.5,166
7802586727,nc,10,30,10,40,165.5,166
7802586727,nc,10,40,10,50,165.5,166
7802586727,nc,10,50,11,0,165.5,166
7802586727,nc,11,0,11,10,165.5,166
7802586727,nc,11,10,11,20,165.5,166
7802586727,nc,11,20,11,30,165.5,166
7802586727,nc,11,30,11,40,165.5,166
7802586727,nc,11,40,11,50,165.5,166
7802586727,nc,11,50,12,0,165.5,166
7802586727,nc,12,0,12,10,165.5,166
7802586727,nc,12,10,12,20,165.5,166
7802586727,nc,12,20,12,30,165.5,166
7802586727,nc,12,30,12,40,165.5,166
7802586727,nc,12,40,12,50,165.5,166
7687536952,nc,14,0,14,10,61.5,62
7687536952,nc,14,10,14,20,61.5,62
7687536952,nc,14,20,14,30,61.5,62
7687536952,nc,14,30,14,40,61.5,62
7687536952,nc,14,40,14,50,61.5,62
7687536952,nc,14,50,15,0,61.5,62
7687536952,nc,15,0,15,10,61.5,62
7687536952,nc,15,10,15,20,61.5,62
7687536952,nc,15,20,15,30,61.5,62
7687536952,nc,15,30,15,40,61.5,62
7687536952,nc,15,40,15,50,61.5,62
7687536952,nc,15,50,16,0,61.5,62
7687536952,nc,16,0,16,10,61.5,62
7687536952,nc,16,10,16,20,61.5,62
7687536952,nc,16,20,16,30,61.5,62
7687536952,nc,16,30,16,40,61.5,62
7687536952,nc,16,40,16,50,61.5,62
7687536952,nc,16,50,17,0,61.5,62
7687536952,nc,17,0,17,10,61.5,62
7687536952,nc,17,10,17,20,61.5,62
7687536952,nc,17,20,17,30,61.5,62
7687536952,nc,17,30,17,40,61.5,62
7687536952,nc,17,40,17,50,61.5,62
7687536952,nc,17,50,18,0,61.5,62
7937821035,nc,16,0,16,10,293.5,294
7937821035,nc,16,10,16,20,293.5,294
7937821035,nc,16,20,16,30,293.5,294
7937821035,nc,16,30,16,40,293.5,294
7937821035,nc,16,40,16,50,293.5,294
7937821035,nc,16,50,17,0,293.5,294
7937821035,nc,17,0,17,10,293.5,294
7937821035,nc,17,10,17,20,293.5,294
7937821035,nc,17,20,17,30,293.5,294
7937821035,nc,17,30,17,40,293.5,294
7875001164,nc,10,0,10,10,240.5,241
7875001164,nc,10,10,10,20,240.5,241
7875001164,nc,10,20,10,30,240.5,241
7875001164,nc,10,30,10,40,240.5,241
7875001164,nc,10,40,10,50,240.5,241
7875001164,nc,10,50,11,0,240.5,241
7875001164,nc,11,0,11,10,240.5,241
7875001164,nc,11,10,11,20,240.5,241
7875001164,nc,11,20,11,30,240.5,241
7875001164,nc,11,30,11,40,240.5,241
7875001164,nc,11,40,11,50,240.5,241
7875001164,nc,11,50,12,0,240.5,241
7875001164,nc,12,0,12,10,240.5,241
7875001164,nc,12,10,12,20,240.5,241
7875001164,nc,12,20,12,30,240.5,241
7875001164,nc,12,30,12,40,240.5,241
7875001164,nc,12,40,12,50,240.5,241
7875001164,nc,13,0,13,10,240.5,241
7875001164,nc,13,10,13,20,240.5,241
7875001164,nc,13,20,13,30,240.5,241
7875001164,nc,13,30,13,40,240.5,241
7875001164,nc,13,40,13,50,240.5,241
7875001164,nc,13,50,14,0,240.5,241
7875001164,nc,14,0,14,10,240.5,241
7875001164,nc,14,10,14,20,240.5,241
7875001164,nc,14,20,14,30,240.5,241
7875001164,nc,14,30,14,40,240.5,241
7875001164,nc,14,40,14,50,240.5,241
7875001164,nc,10,0,10,10,241,241.5
7875001164,nc,10,10,10,20,241,241.5
7875001164,nc,10,20,10,30,241,241.5
7875001164,nc,10,30,10,40,241,241.5
7875001164,nc,10,40,10,50,241,241.5
7875001164,nc,10,50,11,0,241,241.5
7875001164,nc,11,0,11,10,241,241.5
7875001164,nc,11,10,11,20,241,241.5
7875001164,nc,11,20,11,30,241,241.5
7875001164,nc,11,30,11,40,241,241.5
7875001164,nc,11,40,11,50,241,241.5
7875001164,nc,11,50,12,0,241,241.5
7875001164,nc,12,0,12,10,241,241.5
7875001164,nc,12,10,12,20,241,241.5
7875001164,nc,12,20,12,30,241,241.5
7875001164,nc,12,30,12,40,241,241.5
7875001164,nc,12,40,12,50,241,241.5
7875001164,nc,13,0,13,10,241,241.5
7875001164,nc,13,10,13,20,241,241.5
7875001164,nc,13,20,13,30,241,241.5
7875001164,nc,13,30,13,40,241,241.5
7875001164,nc,13,40,13,50,241,241.5
7875001164,nc,13,50,14,0,241,241.5
7875001164,nc,14,0,14,10,241,241.5
7875001164,nc,14,10,14,20,241,241.5
7875001164,nc,14,20,14,30,241,241.5
7875001164,nc,14,30,14,40,241,241.5
7875001164,nc,14,40,14,50,241,241.5
7875001164,nc,10,0,10,10,243.5,244
7875001164,nc,10,10,10,20,243.5,244
7875001164,nc,10,20,10,30,243.5,244
7875001164,nc,10,30,10,40,243.5,244
7875001164,nc,10,40,10,50,243.5,244
7875001164,nc,10,50,11,0,243.5,244
7875001164,nc,11,0,11,10,243.5,244
7875001164,nc,11,10,11,20,243.5,244
7875001164,nc,11,20,11,30,243.5,244
7875001164,nc,11,30,11,40,243.5,244
7875001164,nc,11,40,11,50,243.5,244
7875001164,nc,11,50,12,0,243.5,244
7875001164,nc,12,0,12,10,243.5,244
7875001164,nc,12,10,12,20,243.5,244
7875001164,nc,12,20,12,30,243.5,244
7875001164,nc,12,30,12,40,243.5,244
7875001164,nc,12,40,12,50,243.5,244
7875001164,nc,13,0,13,10,243.5,244
7875001164,nc,13,10,13,20,243.5,244
7875001164,nc,13,20,13,30,243.5,244
7875001164,nc,13,30,13,40,243.5,244
7875001164,nc,13,40,13,50,243.5,244
7875001164,nc,13,50,14,0,243.5,244
7875001164,nc,14,0,14,10,243.5,244
7875001164,nc,14,10,14,20,243.5,244
7875001164,nc,14,20,14,30,243.5,244
7875001164,nc,14,30,14,40,243.5,244
7875001164,nc,14,40,14,50,243.5,244
7874853717,nc,10,0,10,10,77,77.5
7874853717,nc,10,10,10,20,77,77.5
7874853717,nc,10,20,10,30,77,77.5
7874853717,nc,10,30,10,40,77,77.5
7874853717,nc,10,40,10,50,77,77.5
7874853717,nc,10,50,11,0,77,77.5
7874853717,nc,11,0,11,10,77,77.5
7874853717,nc,11,10,11,20,77,77.5
7874853717,nc,11,20,11,30,77,77.5
7874853717,nc,11,30,11,40,77,77.5
7874853717,nc,11,40,11,50,77,77.5
7874853717,nc,11,50,12,0,77,77.5
7874853717,nc,12,0,12,10,77,77.5
7874853717,nc,12,10,12,20,77,77.5
7874853717,nc,12,20,12,30,77,77.5
7874853717,nc,12,30,12,40,77,77.5
7874853717,nc,12,40,12,50,77,77.5
7874853717,nc,13,0,13,10,77,77.5
7874853717,nc,13,10,13,20,77,77.5
7874853717,nc,13,20,13,30,77,77.5
7874853717,nc,13,30,13,40,77,77.5
7874853717,nc,13,40,13,50,77,77.5
7874853717,nc,13,50,14,0,77,77.5
7874853717,nc,14,0,14,10,77,77.5
7874853717,nc,14,10,14,20,77,77.5
7874853717,nc,14,20,14,30,77,77.5
7874853717,nc,14,30,14,40,77,77.5
7874853717,nc,14,40,14,50,77,77.5
7874853717,nc,10,0,10,10,75,75.5
7874853717,nc,10,10,10,20,75,75.5
7874853717,nc,10,20,10,30,75,75.5
7874853717,nc,10,30,10,40,75,75.5
7874853717,nc,10,40,10,50,75,75.5
7874853717,nc,10,50,11,0,75,75.5
7874853717,nc,11,0,11,10,75,75.5
7874853717,nc,11,10,11,20,75,75.5
7874853717,nc,11,20,11,30,75,75.5
7874853717,nc,11,30,11,40,75,75.5
7874853717,nc,11,40,11,50,75,75.5
7874853717,nc,11,50,12,0,75,75.5
7874853717,nc,12,0,12,10,75,75.5
7874853717,nc,12,10,12,20,75,75.5
7874853717,nc,12,20,12,30,75,75.5
7874853717,nc,12,30,12,40,75,75.5
7874853717,nc,12,40,12,50,75,75.5
7874853717,nc,13,0,13,10,75,75.5
7874853717,nc,13,10,13,20,75,75.5
7874853717,nc,13,20,13,30,75,75.5
7874853717,nc,13,30,13,40,75,75.5
7874853717,nc,13,40,13,50,75,75.5
7874853717,nc,13,50,14,0,75,75.5
7874853717,nc,14,0,14,10,75,75.5
7874853717,nc,14,10,14,20,75,75.5
7874853717,nc,14,20,14,30,75,75.5
7874853717,nc,14,30,14,40,75,75.5
7874853717,nc,14,40,14,50,75,75.5
8342343563,c,17,25,17,35,7.5,8
8342343563,c,17,35,17,45,7.5,8
8342343563,c,17,45,17,55,7.5,8
8337567244,c,7,55,8,5,1.2,1.7
8337567244,c,8,5,8,15,1.2,1.7
8337567244,c,7,55,8,5,1.7,2.2
8337567244,c,8,5,8,15,1.7,2.2
8337567244,c,8,10,8,20,1.2,1.7
8308817682,c,18,15,18,25,7.1,7.6
8308817682,c,18,25,18,35,7.1,7.6
8308817682,c,18,35,18,45,7.1,7.6
8308817682,c,18,45,18,55,7.1,7.6
8308817682,c,18,55,19,5,7.1,7.6
8308817682,c,19,0,19,10,7.1,7.6
